  row	col	aot
   4.0000000000000000e+01   2.3000000000000000e+01   9.3110002577304840e-02
   4.0000000000000000e+01   2.4000000000000000e+01   9.4520002603530884e-02
   4.0000000000000000e+01   2.5000000000000000e+01   9.4460003077983856e-02
   4.0000000000000000e+01   2.6000000000000000e+01   9.5550000667572021e-02
   4.0000000000000000e+01   2.7000000000000000e+01   9.3319997191429138e-02
   4.0000000000000000e+01   2.8000000000000000e+01   9.3400001525878906e-02
   4.0000000000000000e+01   2.9000000000000000e+01   9.7230002284049988e-02
   4.0000000000000000e+01   3.0000000000000000e+01   9.2859998345375061e-02
   4.0000000000000000e+01   3.1000000000000000e+01   9.8389998078346252e-02
   4.0000000000000000e+01   3.2000000000000000e+01   9.8109997808933258e-02
   4.0000000000000000e+01   3.3000000000000000e+01   1.0166999697685242e-01
   4.0000000000000000e+01   3.4000000000000000e+01   1.1291000247001648e-01
   4.0000000000000000e+01   3.5000000000000000e+01   7.7100001275539398e-02
   4.1000000000000000e+01   2.1000000000000000e+01   1.0638999938964844e-01
   4.1000000000000000e+01   2.2000000000000000e+01   9.8149999976158142e-02
   4.1000000000000000e+01   2.3000000000000000e+01   9.3110002577304840e-02
   4.1000000000000000e+01   2.4000000000000000e+01   9.1150000691413879e-02
   4.1000000000000000e+01   2.5000000000000000e+01   9.3129999935626984e-02
   4.1000000000000000e+01   2.6000000000000000e+01   8.8650003075599670e-02
   4.1000000000000000e+01   2.7000000000000000e+01   8.8619999587535858e-02
   4.1000000000000000e+01   2.8000000000000000e+01   9.1839998960494995e-02
   4.1000000000000000e+01   2.9000000000000000e+01   9.3639999628067017e-02
   4.1000000000000000e+01   3.0000000000000000e+01   9.2859998345375061e-02
   4.1000000000000000e+01   3.1000000000000000e+01   9.7309999167919159e-02
   4.1000000000000000e+01   3.2000000000000000e+01   1.0074999928474426e-01
   4.1000000000000000e+01   3.3000000000000000e+01   1.0809999704360962e-01
   4.1000000000000000e+01   3.4000000000000000e+01   1.0402999818325043e-01
   4.1000000000000000e+01   3.5000000000000000e+01   1.2283000349998474e-01
   4.2000000000000000e+01   2.1000000000000000e+01   6.7599996924400330e-02
   4.2000000000000000e+01   2.2000000000000000e+01   9.5969997346401215e-02
   4.2000000000000000e+01   2.3000000000000000e+01   9.3330003321170807e-02
   4.2000000000000000e+01   2.4000000000000000e+01   8.5069999098777771e-02
   4.2000000000000000e+01   2.5000000000000000e+01   8.8050000369548798e-02
   4.2000000000000000e+01   2.6000000000000000e+01   8.2099996507167816e-02
   4.2000000000000000e+01   2.7000000000000000e+01   8.8619999587535858e-02
   4.2000000000000000e+01   2.8000000000000000e+01   9.1650001704692841e-02
   4.2000000000000000e+01   2.9000000000000000e+01   9.3709997832775116e-02
   4.2000000000000000e+01   3.0000000000000000e+01   9.1200001537799835e-02
   4.2000000000000000e+01   3.1000000000000000e+01   9.4889998435974121e-02
   4.2000000000000000e+01   3.2000000000000000e+01   1.0072000324726105e-01
   4.2000000000000000e+01   3.3000000000000000e+01   1.0386999696493149e-01
   4.2000000000000000e+01   3.4000000000000000e+01   1.0402999818325043e-01
   4.2000000000000000e+01   3.5000000000000000e+01   1.0959000140428543e-01
   4.2000000000000000e+01   3.6000000000000000e+01   1.1702000349760056e-01
   4.3000000000000000e+01   2.3000000000000000e+01   9.1260001063346863e-02
   4.3000000000000000e+01   2.4000000000000000e+01   8.5069999098777771e-02
   4.3000000000000000e+01   2.5000000000000000e+01   8.5129998624324799e-02
   4.3000000000000000e+01   2.6000000000000000e+01   8.2139998674392700e-02
   4.3000000000000000e+01   2.7000000000000000e+01   8.7090000510215759e-02
   4.3000000000000000e+01   2.8000000000000000e+01   8.9970000088214874e-02
   4.3000000000000000e+01   2.9000000000000000e+01   9.2679999768733978e-02
   4.3000000000000000e+01   3.0000000000000000e+01   9.0829998254776001e-02
   4.3000000000000000e+01   3.1000000000000000e+01   9.4889998435974121e-02
   4.3000000000000000e+01   3.2000000000000000e+01   9.9500000476837158e-02
   4.3000000000000000e+01   3.3000000000000000e+01   1.0292000323534012e-01
   4.3000000000000000e+01   3.4000000000000000e+01   9.9940001964569092e-02
   4.3000000000000000e+01   3.5000000000000000e+01   1.0259000211954117e-01
   4.3000000000000000e+01   3.6000000000000000e+01   1.0044000297784805e-01
   4.3000000000000000e+01   3.7000000000000000e+01   9.6900001168251038e-02
   4.4000000000000000e+01   2.3000000000000000e+01   8.0339998006820679e-02
   4.4000000000000000e+01   2.4000000000000000e+01   8.8940002024173737e-02
   4.4000000000000000e+01   2.5000000000000000e+01   8.5129998624324799e-02
   4.4000000000000000e+01   2.6000000000000000e+01   8.5160002112388611e-02
   4.4000000000000000e+01   2.7000000000000000e+01   8.7710000574588776e-02
   4.4000000000000000e+01   2.8000000000000000e+01   8.9970000088214874e-02
   4.4000000000000000e+01   2.9000000000000000e+01   9.1779999434947968e-02
   4.4000000000000000e+01   3.0000000000000000e+01   9.2320002615451813e-02
   4.4000000000000000e+01   3.1000000000000000e+01   9.5250003039836884e-02
   4.4000000000000000e+01   3.2000000000000000e+01   1.0095000267028809e-01
   4.4000000000000000e+01   3.3000000000000000e+01   1.0046000033617020e-01
   4.4000000000000000e+01   3.4000000000000000e+01   9.5789998769760132e-02
   4.4000000000000000e+01   3.5000000000000000e+01   1.0259000211954117e-01
   4.4000000000000000e+01   3.6000000000000000e+01   9.4290003180503845e-02
   4.4000000000000000e+01   3.7000000000000000e+01   1.0420999675989151e-01
   4.4000000000000000e+01   3.8000000000000000e+01   1.1079999804496765e-01
   4.4000000000000000e+01   3.9000000000000000e+01   9.4839997589588165e-02
   4.5000000000000000e+01   2.4000000000000000e+01   9.0139999985694885e-02
   4.5000000000000000e+01   2.5000000000000000e+01   7.9870000481605530e-02
   4.5000000000000000e+01   2.6000000000000000e+01   8.4459997713565826e-02
   4.5000000000000000e+01   2.7000000000000000e+01   9.1219998896121979e-02
   4.5000000000000000e+01   2.8000000000000000e+01   9.4180002808570862e-02
   4.5000000000000000e+01   2.9000000000000000e+01   9.6909999847412109e-02
   4.5000000000000000e+01   3.0000000000000000e+01   9.3489997088909149e-02
   4.5000000000000000e+01   3.1000000000000000e+01   9.5409996807575226e-02
   4.5000000000000000e+01   3.2000000000000000e+01   1.0095000267028809e-01
   4.5000000000000000e+01   3.3000000000000000e+01   1.0756000131368637e-01
   4.5000000000000000e+01   3.4000000000000000e+01   9.7010001540184021e-02
   4.5000000000000000e+01   3.5000000000000000e+01   9.8130002617835999e-02
   4.5000000000000000e+01   3.6000000000000000e+01   8.8339999318122864e-02
   4.5000000000000000e+01   3.7000000000000000e+01   9.5250003039836884e-02
   4.5000000000000000e+01   3.8000000000000000e+01   1.0145000368356705e-01
   4.5000000000000000e+01   3.9000000000000000e+01   9.4839997589588165e-02
   4.5000000000000000e+01   4.0000000000000000e+01   1.0024999827146530e-01
   4.6000000000000000e+01   2.5000000000000000e+01   7.9870000481605530e-02
   4.6000000000000000e+01   2.7000000000000000e+01   9.4389997422695160e-02
   4.6000000000000000e+01   2.8000000000000000e+01   9.8200000822544098e-02
   4.6000000000000000e+01   2.9000000000000000e+01   9.3879997730255127e-02
   4.6000000000000000e+01   3.0000000000000000e+01   9.3929998576641083e-02
   4.6000000000000000e+01   3.1000000000000000e+01   9.5729999244213104e-02
   4.6000000000000000e+01   3.2000000000000000e+01   1.0189999639987946e-01
   4.6000000000000000e+01   3.3000000000000000e+01   9.6029996871948242e-02
   4.6000000000000000e+01   3.4000000000000000e+01   1.0661000013351440e-01
   4.6000000000000000e+01   3.5000000000000000e+01   9.5440000295639038e-02
   4.6000000000000000e+01   3.6000000000000000e+01   8.8339999318122864e-02
   4.6000000000000000e+01   3.7000000000000000e+01   9.0559996664524078e-02
   4.6000000000000000e+01   3.8000000000000000e+01   8.9440003037452698e-02
   4.6000000000000000e+01   3.9000000000000000e+01   1.0881000012159348e-01
   4.6000000000000000e+01   4.0000000000000000e+01   9.7410000860691071e-02
   4.6000000000000000e+01   4.1000000000000000e+01   1.0176999866962433e-01
   4.7000000000000000e+01   2.9000000000000000e+01   9.3879997730255127e-02
   4.7000000000000000e+01   3.1000000000000000e+01   9.0099997818470001e-02
   4.7000000000000000e+01   3.5000000000000000e+01   1.0317000001668930e-01
   4.7000000000000000e+01   3.6000000000000000e+01   9.5839999616146088e-02
   4.7000000000000000e+01   3.7000000000000000e+01   9.8540000617504120e-02
   4.7000000000000000e+01   3.8000000000000000e+01   9.5980003476142883e-02
   4.7000000000000000e+01   3.9000000000000000e+01   9.5210000872612000e-02
   4.7000000000000000e+01   4.0000000000000000e+01   9.7410000860691071e-02
   4.7000000000000000e+01   4.1000000000000000e+01   9.8489999771118164e-02
   4.7000000000000000e+01   4.2000000000000000e+01   1.0880000144243240e-01
   4.8000000000000000e+01   3.5000000000000000e+01   6.0600001364946365e-02
   4.8000000000000000e+01   3.6000000000000000e+01   9.8700001835823059e-02
   4.8000000000000000e+01   3.7000000000000000e+01   9.8540000617504120e-02
   4.8000000000000000e+01   3.8000000000000000e+01   1.0361000150442123e-01
   4.8000000000000000e+01   3.9000000000000000e+01   9.4999998807907104e-02
   4.8000000000000000e+01   4.0000000000000000e+01   9.0259999036788940e-02
   4.8000000000000000e+01   4.1000000000000000e+01   9.3500003218650818e-02
   4.8000000000000000e+01   4.2000000000000000e+01   9.7529999911785126e-02
   4.8000000000000000e+01   4.3000000000000000e+01   1.1043000221252441e-01
   4.9000000000000000e+01   3.7000000000000000e+01   1.1196000128984451e-01
   4.9000000000000000e+01   3.8000000000000000e+01   1.0356999933719635e-01
   4.9000000000000000e+01   3.9000000000000000e+01   9.4219997525215149e-02
   4.9000000000000000e+01   4.0000000000000000e+01   9.4080001115798950e-02
   4.9000000000000000e+01   4.1000000000000000e+01   9.3500003218650818e-02
   4.9000000000000000e+01   4.2000000000000000e+01   9.8849996924400330e-02
   4.9000000000000000e+01   4.3000000000000000e+01   1.0764999687671661e-01
   4.9000000000000000e+01   4.4000000000000000e+01   1.1992000043392181e-01
   4.9000000000000000e+01   4.5000000000000000e+01   1.2016999721527100e-01
   5.0000000000000000e+01   3.7000000000000000e+01   1.1850000172853470e-01
   5.0000000000000000e+01   3.9000000000000000e+01   1.0587999969720840e-01
   5.0000000000000000e+01   4.0000000000000000e+01   1.0086999833583832e-01
   5.0000000000000000e+01   4.1000000000000000e+01   9.6459999680519104e-02
   5.0000000000000000e+01   4.2000000000000000e+01   1.0053999722003937e-01
   5.0000000000000000e+01   4.3000000000000000e+01   1.0344000160694122e-01
   5.0000000000000000e+01   4.4000000000000000e+01   1.0753999650478363e-01
   5.0000000000000000e+01   4.5000000000000000e+01   1.2016999721527100e-01
   5.0000000000000000e+01   4.6000000000000000e+01   1.2308999896049500e-01
   5.1000000000000000e+01   3.9000000000000000e+01   1.0153999924659729e-01
   5.1000000000000000e+01   4.0000000000000000e+01   1.0749000310897827e-01
   5.1000000000000000e+01   4.1000000000000000e+01   1.0311999917030334e-01
   5.1000000000000000e+01   4.2000000000000000e+01   9.8140001296997070e-02
   5.1000000000000000e+01   4.3000000000000000e+01   1.0087999701499939e-01
   5.1000000000000000e+01   4.4000000000000000e+01   9.9069997668266296e-02
   5.1000000000000000e+01   4.5000000000000000e+01   1.1863999813795090e-01
   5.1000000000000000e+01   4.6000000000000000e+01   1.1191000044345856e-01
   5.1000000000000000e+01   4.7000000000000000e+01   9.8970003426074982e-02
   5.2000000000000000e+01   4.0000000000000000e+01   1.1348000168800354e-01
   5.2000000000000000e+01   4.1000000000000000e+01   1.0113000124692917e-01
   5.2000000000000000e+01   4.2000000000000000e+01   9.8140001296997070e-02
   5.2000000000000000e+01   4.3000000000000000e+01   9.5949999988079071e-02
   5.2000000000000000e+01   4.4000000000000000e+01   9.7379997372627258e-02
   5.2000000000000000e+01   4.5000000000000000e+01   1.0435999929904938e-01
   5.2000000000000000e+01   4.6000000000000000e+01   1.1191000044345856e-01
   5.2000000000000000e+01   4.7000000000000000e+01   1.2011999636888504e-01
   5.3000000000000000e+01   4.1000000000000000e+01   9.9749997258186340e-02
   5.3000000000000000e+01   4.2000000000000000e+01   9.5959998667240143e-02
   5.3000000000000000e+01   4.3000000000000000e+01   9.4659999012947083e-02
   5.3000000000000000e+01   4.4000000000000000e+01   9.3479998409748077e-02
   5.3000000000000000e+01   4.5000000000000000e+01   9.7599998116493225e-02
   5.3000000000000000e+01   4.6000000000000000e+01   9.9169999361038208e-02
   5.3000000000000000e+01   4.7000000000000000e+01   1.0366000235080719e-01
   5.3000000000000000e+01   4.8000000000000000e+01   1.2055999785661697e-01
   5.4000000000000000e+01   4.1000000000000000e+01   9.5270000398159027e-02
   5.4000000000000000e+01   4.2000000000000000e+01   9.4230003654956818e-02
   5.4000000000000000e+01   4.3000000000000000e+01   9.4659999012947083e-02
   5.4000000000000000e+01   4.4000000000000000e+01   9.3620002269744873e-02
   5.4000000000000000e+01   4.5000000000000000e+01   9.3139998614788055e-02
   5.4000000000000000e+01   4.6000000000000000e+01   9.4020001590251923e-02
   5.4000000000000000e+01   4.7000000000000000e+01   1.0012000054121017e-01
   5.4000000000000000e+01   4.8000000000000000e+01   1.0475999861955643e-01
   5.5000000000000000e+01   4.2000000000000000e+01   1.0098999738693237e-01
   5.5000000000000000e+01   4.3000000000000000e+01   9.3790002167224884e-02
   5.5000000000000000e+01   4.4000000000000000e+01   1.0305000096559525e-01
   5.5000000000000000e+01   4.5000000000000000e+01   9.4269998371601105e-02
   5.5000000000000000e+01   4.6000000000000000e+01   9.3139998614788055e-02
   5.5000000000000000e+01   4.7000000000000000e+01   1.0012000054121017e-01
   5.5000000000000000e+01   4.8000000000000000e+01   9.8930001258850098e-02
   5.5000000000000000e+01   4.9000000000000000e+01   1.1257000267505646e-01
   5.5000000000000000e+01   5.0000000000000000e+01   9.6850000321865082e-02
   5.6000000000000000e+01   4.3000000000000000e+01   1.0531000047922134e-01
   5.6000000000000000e+01   4.4000000000000000e+01   1.0305000096559525e-01
   5.6000000000000000e+01   4.5000000000000000e+01   1.0053999722003937e-01
   5.6000000000000000e+01   4.6000000000000000e+01   9.5200002193450928e-02
   5.6000000000000000e+01   4.7000000000000000e+01   9.5440000295639038e-02
   5.6000000000000000e+01   4.8000000000000000e+01   9.7159996628761292e-02
   5.6000000000000000e+01   4.9000000000000000e+01   1.0377000272274017e-01
   5.6000000000000000e+01   5.0000000000000000e+01   1.0959000140428543e-01
   5.6000000000000000e+01   5.2000000000000000e+01   1.3570000231266022e-01
   5.6000000000000000e+01   5.6000000000000000e+01   1.3064999878406525e-01
   5.6000000000000000e+01   5.8000000000000000e+01   1.0795000195503235e-01
   5.6000000000000000e+01   5.9000000000000000e+01   1.2707999348640442e-01
   5.7000000000000000e+01   4.5000000000000000e+01   1.0311000049114227e-01
   5.7000000000000000e+01   4.6000000000000000e+01   1.0575000196695328e-01
   5.7000000000000000e+01   4.7000000000000000e+01   9.4870001077651978e-02
   5.7000000000000000e+01   4.8000000000000000e+01   9.7159996628761292e-02
   5.7000000000000000e+01   4.9000000000000000e+01   9.8930001258850098e-02
   5.7000000000000000e+01   5.0000000000000000e+01   1.0228999704122543e-01
   5.7000000000000000e+01   5.1000000000000000e+01   1.1801999807357788e-01
   5.7000000000000000e+01   5.2000000000000000e+01   1.0581000149250031e-01
   5.7000000000000000e+01   5.3000000000000000e+01   1.2071999907493591e-01
   5.7000000000000000e+01   5.4000000000000000e+01   9.8200000822544098e-02
   5.7000000000000000e+01   5.5000000000000000e+01   1.2394999712705612e-01
   5.7000000000000000e+01   5.8000000000000000e+01   1.2301000207662582e-01
   5.7000000000000000e+01   5.9000000000000000e+01   1.2707999348640442e-01
   5.7000000000000000e+01   6.0000000000000000e+01   1.2460999935865402e-01
   5.8000000000000000e+01   4.7000000000000000e+01   1.0312999784946442e-01
   5.8000000000000000e+01   4.8000000000000000e+01   9.7949996590614319e-02
   5.8000000000000000e+01   4.9000000000000000e+01   9.6349999308586121e-02
   5.8000000000000000e+01   5.0000000000000000e+01   9.8140001296997070e-02
   5.8000000000000000e+01   5.1000000000000000e+01   1.0542000085115433e-01
   5.8000000000000000e+01   5.2000000000000000e+01   1.0581000149250031e-01
   5.8000000000000000e+01   5.3000000000000000e+01   1.0463999956846237e-01
   5.8000000000000000e+01   5.4000000000000000e+01   9.3400001525878906e-02
   5.8000000000000000e+01   5.5000000000000000e+01   1.2262000143527985e-01
   5.8000000000000000e+01   5.8000000000000000e+01   1.0259000211954117e-01
   5.8000000000000000e+01   5.9000000000000000e+01   1.1833000183105469e-01
