  row	col	aot
   9.1000000000000000e+01   1.2100000000000000e+02   1.4749999344348907e-01
   9.1000000000000000e+01   1.2200000000000000e+02   1.4528000354766846e-01
   9.1000000000000000e+01   1.2300000000000000e+02   1.4408999681472778e-01
   9.1000000000000000e+01   1.2400000000000000e+02   1.2439999729394913e-01
   9.2000000000000000e+01   4.8000000000000000e+01   1.0683000087738037e-01
   9.2000000000000000e+01   4.9000000000000000e+01   8.9419998228549957e-02
   9.2000000000000000e+01   5.0000000000000000e+01   9.5619998872280121e-02
   9.2000000000000000e+01   5.1000000000000000e+01   9.6529997885227203e-02
   9.2000000000000000e+01   5.2000000000000000e+01   1.0283000022172928e-01
   9.2000000000000000e+01   5.3000000000000000e+01   9.9059998989105225e-02
   9.2000000000000000e+01   5.4000000000000000e+01   1.0674999654293060e-01
   9.2000000000000000e+01   5.5000000000000000e+01   1.0317999869585037e-01
   9.2000000000000000e+01   5.6000000000000000e+01   9.8099999129772186e-02
   9.2000000000000000e+01   5.7000000000000000e+01   1.0171999782323837e-01
   9.2000000000000000e+01   5.8000000000000000e+01   1.0433000326156616e-01
   9.2000000000000000e+01   5.9000000000000000e+01   1.0187999904155731e-01
   9.2000000000000000e+01   6.0000000000000000e+01   1.0447999835014343e-01
   9.2000000000000000e+01   6.1000000000000000e+01   1.0249999910593033e-01
   9.2000000000000000e+01   6.2000000000000000e+01   1.0355000197887421e-01
   9.2000000000000000e+01   6.3000000000000000e+01   9.5219999551773071e-02
   9.2000000000000000e+01   6.4000000000000000e+01   9.5360003411769867e-02
   9.2000000000000000e+01   6.5000000000000000e+01   9.5660001039505005e-02
   9.2000000000000000e+01   6.6000000000000000e+01   9.8729997873306274e-02
   9.2000000000000000e+01   6.7000000000000000e+01   9.6089996397495270e-02
   9.2000000000000000e+01   6.8000000000000000e+01   9.7999997437000275e-02
   9.2000000000000000e+01   6.9000000000000000e+01   1.0249999910593033e-01
   9.2000000000000000e+01   7.0000000000000000e+01   9.7070001065731049e-02
   9.2000000000000000e+01   7.1000000000000000e+01   1.0158000141382217e-01
   9.2000000000000000e+01   7.2000000000000000e+01   1.0892999917268753e-01
   9.2000000000000000e+01   7.3000000000000000e+01   1.0986000299453735e-01
   9.2000000000000000e+01   7.4000000000000000e+01   1.1210999637842178e-01
   9.2000000000000000e+01   7.5000000000000000e+01   1.0899999737739563e-01
   9.2000000000000000e+01   7.6000000000000000e+01   1.1270000040531158e-01
   9.2000000000000000e+01   7.7000000000000000e+01   1.1037000268697739e-01
   9.2000000000000000e+01   7.8000000000000000e+01   1.0283000022172928e-01
   9.2000000000000000e+01   7.9000000000000000e+01   1.0632000118494034e-01
   9.2000000000000000e+01   8.0000000000000000e+01   1.0389000177383423e-01
   9.2000000000000000e+01   8.1000000000000000e+01   1.0574000328779221e-01
   9.2000000000000000e+01   8.2000000000000000e+01   1.0599000006914139e-01
   9.2000000000000000e+01   8.3000000000000000e+01   1.0941000282764435e-01
   9.2000000000000000e+01   8.4000000000000000e+01   1.1023999750614166e-01
   9.2000000000000000e+01   8.5000000000000000e+01   1.1142999678850174e-01
   9.2000000000000000e+01   8.6000000000000000e+01   1.1056999862194061e-01
   9.2000000000000000e+01   8.7000000000000000e+01   1.0306999832391739e-01
   9.2000000000000000e+01   8.8000000000000000e+01   1.0456000268459320e-01
   9.2000000000000000e+01   8.9000000000000000e+01   1.0892000049352646e-01
   9.2000000000000000e+01   9.0000000000000000e+01   1.1210999637842178e-01
   9.2000000000000000e+01   9.1000000000000000e+01   1.1206000298261642e-01
   9.2000000000000000e+01   9.2000000000000000e+01   1.1170999705791473e-01
   9.2000000000000000e+01   9.3000000000000000e+01   1.1319000273942947e-01
   9.2000000000000000e+01   9.4000000000000000e+01   1.1112999916076660e-01
   9.2000000000000000e+01   9.5000000000000000e+01   1.1563999950885773e-01
   9.2000000000000000e+01   9.6000000000000000e+01   1.1242000013589859e-01
   9.2000000000000000e+01   9.7000000000000000e+01   1.1520999670028687e-01
   9.2000000000000000e+01   9.8000000000000000e+01   1.1520999670028687e-01
   9.2000000000000000e+01   9.9000000000000000e+01   1.1748000234365463e-01
   9.2000000000000000e+01   1.0000000000000000e+02   1.1383999884128571e-01
   9.2000000000000000e+01   1.0100000000000000e+02   1.1783999949693680e-01
   9.2000000000000000e+01   1.0200000000000000e+02   1.1789000034332275e-01
   9.2000000000000000e+01   1.0300000000000000e+02   1.1993999779224396e-01
   9.2000000000000000e+01   1.0400000000000000e+02   1.2184000015258789e-01
   9.2000000000000000e+01   1.0500000000000000e+02   1.2049999833106995e-01
   9.2000000000000000e+01   1.0600000000000000e+02   1.2298999726772308e-01
   9.2000000000000000e+01   1.0700000000000000e+02   1.2403000146150589e-01
   9.2000000000000000e+01   1.0800000000000000e+02   1.2506000697612762e-01
   9.2000000000000000e+01   1.0900000000000000e+02   1.3218000531196594e-01
   9.2000000000000000e+01   1.1000000000000000e+02   1.3458999991416931e-01
   9.2000000000000000e+01   1.1100000000000000e+02   1.3032999634742737e-01
   9.2000000000000000e+01   1.1200000000000000e+02   1.3549999892711639e-01
   9.2000000000000000e+01   1.1300000000000000e+02   1.3695999979972839e-01
   9.2000000000000000e+01   1.1400000000000000e+02   1.3770000636577606e-01
   9.2000000000000000e+01   1.1500000000000000e+02   1.3863000273704529e-01
   9.2000000000000000e+01   1.1600000000000000e+02   1.3828000426292419e-01
   9.2000000000000000e+01   1.1700000000000000e+02   1.4043000340461731e-01
   9.2000000000000000e+01   1.1800000000000000e+02   1.4646999537944794e-01
   9.2000000000000000e+01   1.1900000000000000e+02   1.4260999858379364e-01
   9.2000000000000000e+01   1.2000000000000000e+02   1.4223000407218933e-01
   9.2000000000000000e+01   1.2100000000000000e+02   1.3936999440193176e-01
   9.2000000000000000e+01   1.2200000000000000e+02   1.4490999281406403e-01
   9.2000000000000000e+01   1.2300000000000000e+02   1.3613000512123108e-01
   9.2000000000000000e+01   1.2400000000000000e+02   1.4735999703407288e-01
   9.2000000000000000e+01   1.2500000000000000e+02   1.4476999640464783e-01
   9.2000000000000000e+01   1.2600000000000000e+02   1.5259000658988953e-01
   9.3000000000000000e+01   4.9000000000000000e+01   9.8800003528594971e-02
   9.3000000000000000e+01   5.0000000000000000e+01   1.0856000334024429e-01
   9.3000000000000000e+01   5.1000000000000000e+01   1.0029000043869019e-01
   9.3000000000000000e+01   5.2000000000000000e+01   1.0283000022172928e-01
   9.3000000000000000e+01   5.3000000000000000e+01   9.4619996845722198e-02
   9.3000000000000000e+01   5.4000000000000000e+01   7.9230003058910370e-02
   9.3000000000000000e+01   5.5000000000000000e+01   9.7159996628761292e-02
   9.3000000000000000e+01   5.6000000000000000e+01   1.0170000046491623e-01
   9.3000000000000000e+01   5.7000000000000000e+01   1.0123000293970108e-01
   9.3000000000000000e+01   5.8000000000000000e+01   1.0385999828577042e-01
   9.3000000000000000e+01   5.9000000000000000e+01   1.0143999755382538e-01
   9.3000000000000000e+01   6.0000000000000000e+01   1.0444000363349915e-01
   9.3000000000000000e+01   6.1000000000000000e+01   1.0030999779701233e-01
   9.3000000000000000e+01   6.2000000000000000e+01   1.0306999832391739e-01
   9.3000000000000000e+01   6.3000000000000000e+01   9.4130001962184906e-02
   9.3000000000000000e+01   6.4000000000000000e+01   9.5329999923706055e-02
   9.3000000000000000e+01   6.5000000000000000e+01   9.4899997115135193e-02
   9.3000000000000000e+01   6.6000000000000000e+01   9.5049999654293060e-02
   9.3000000000000000e+01   6.7000000000000000e+01   9.5090001821517944e-02
   9.3000000000000000e+01   6.8000000000000000e+01   9.5780000090599060e-02
   9.3000000000000000e+01   6.9000000000000000e+01   1.0036999732255936e-01
   9.3000000000000000e+01   7.0000000000000000e+01   9.7070001065731049e-02
   9.3000000000000000e+01   7.1000000000000000e+01   1.0817000269889832e-01
   9.3000000000000000e+01   7.2000000000000000e+01   1.0648000240325928e-01
   9.3000000000000000e+01   7.3000000000000000e+01   1.1140999943017960e-01
   9.3000000000000000e+01   7.4000000000000000e+01   1.0916999727487564e-01
   9.3000000000000000e+01   7.5000000000000000e+01   1.1082000285387039e-01
   9.3000000000000000e+01   7.6000000000000000e+01   1.0867000371217728e-01
   9.3000000000000000e+01   7.7000000000000000e+01   1.1037000268697739e-01
   9.3000000000000000e+01   7.8000000000000000e+01   1.0636000335216522e-01
   9.3000000000000000e+01   7.9000000000000000e+01   1.0681000351905823e-01
   9.3000000000000000e+01   8.0000000000000000e+01   1.0454999655485153e-01
   9.3000000000000000e+01   8.1000000000000000e+01   1.0637000203132629e-01
   9.3000000000000000e+01   8.2000000000000000e+01   1.0627999901771545e-01
   9.3000000000000000e+01   8.3000000000000000e+01   1.0914999991655350e-01
   9.3000000000000000e+01   8.4000000000000000e+01   1.0694999992847443e-01
   9.3000000000000000e+01   8.5000000000000000e+01   1.0780999809503555e-01
   9.3000000000000000e+01   8.6000000000000000e+01   1.0549999773502350e-01
   9.3000000000000000e+01   8.7000000000000000e+01   1.0301999747753143e-01
   9.3000000000000000e+01   8.8000000000000000e+01   1.0456000268459320e-01
   9.3000000000000000e+01   8.9000000000000000e+01   9.9390000104904175e-02
   9.3000000000000000e+01   9.0000000000000000e+01   1.1209999769926071e-01
   9.3000000000000000e+01   9.1000000000000000e+01   1.1101000010967255e-01
   9.3000000000000000e+01   9.2000000000000000e+01   1.1113999783992767e-01
   9.3000000000000000e+01   9.3000000000000000e+01   1.1026000231504440e-01
   9.3000000000000000e+01   9.4000000000000000e+01   1.1101000010967255e-01
   9.3000000000000000e+01   9.5000000000000000e+01   1.1545000225305557e-01
   9.3000000000000000e+01   9.6000000000000000e+01   1.1584000289440155e-01
   9.3000000000000000e+01   9.7000000000000000e+01   1.1685000360012054e-01
   9.3000000000000000e+01   9.8000000000000000e+01   1.1173000186681747e-01
   9.3000000000000000e+01   9.9000000000000000e+01   1.1748000234365463e-01
   9.3000000000000000e+01   1.0000000000000000e+02   1.1553999781608582e-01
   9.3000000000000000e+01   1.0100000000000000e+02   1.1559999734163284e-01
   9.3000000000000000e+01   1.0200000000000000e+02   1.1636000126600266e-01
   9.3000000000000000e+01   1.0300000000000000e+02   1.1993999779224396e-01
   9.3000000000000000e+01   1.0400000000000000e+02   1.2227000296115875e-01
   9.3000000000000000e+01   1.0500000000000000e+02   1.2318000197410583e-01
   9.3000000000000000e+01   1.0600000000000000e+02   1.2325000017881393e-01
   9.3000000000000000e+01   1.0700000000000000e+02   1.2037000060081482e-01
   9.3000000000000000e+01   1.0800000000000000e+02   1.2105000019073486e-01
   9.3000000000000000e+01   1.0900000000000000e+02   1.2888999283313751e-01
   9.3000000000000000e+01   1.1000000000000000e+02   1.3283999264240265e-01
   9.3000000000000000e+01   1.1100000000000000e+02   1.2432999908924103e-01
   9.3000000000000000e+01   1.1200000000000000e+02   1.3446000218391418e-01
   9.3000000000000000e+01   1.1300000000000000e+02   1.3867999613285065e-01
   9.3000000000000000e+01   1.1400000000000000e+02   1.3967999815940857e-01
   9.3000000000000000e+01   1.1500000000000000e+02   1.3821999728679657e-01
   9.3000000000000000e+01   1.1600000000000000e+02   1.3759000599384308e-01
   9.3000000000000000e+01   1.1700000000000000e+02   1.3954000174999237e-01
   9.3000000000000000e+01   1.1800000000000000e+02   1.4646999537944794e-01
   9.3000000000000000e+01   1.1900000000000000e+02   1.3792000710964203e-01
   9.3000000000000000e+01   1.2000000000000000e+02   1.3491000235080719e-01
   9.3000000000000000e+01   1.2100000000000000e+02   1.4000000059604645e-01
   9.3000000000000000e+01   1.2200000000000000e+02   1.4490999281406403e-01
   9.3000000000000000e+01   1.2300000000000000e+02   1.3063000142574310e-01
   9.3000000000000000e+01   1.2400000000000000e+02   1.3555000722408295e-01
   9.3000000000000000e+01   1.2500000000000000e+02   1.4569999277591705e-01
   9.3000000000000000e+01   1.2600000000000000e+02   1.5259000658988953e-01
   9.3000000000000000e+01   1.2700000000000000e+02   1.5467999875545502e-01
   9.4000000000000000e+01   4.9000000000000000e+01   9.8800003528594971e-02
   9.4000000000000000e+01   5.0000000000000000e+01   1.4210000634193420e-01
   9.4000000000000000e+01   5.1000000000000000e+01   1.0843999683856964e-01
   9.4000000000000000e+01   5.2000000000000000e+01   1.0446000099182129e-01
   9.4000000000000000e+01   5.3000000000000000e+01   1.0278999805450439e-01
   9.4000000000000000e+01   5.4000000000000000e+01   8.7690003216266632e-02
   9.4000000000000000e+01   5.5000000000000000e+01   9.6909999847412109e-02
   9.4000000000000000e+01   5.6000000000000000e+01   1.0170000046491623e-01
   9.4000000000000000e+01   5.7000000000000000e+01   1.0358999669551849e-01
   9.4000000000000000e+01   5.8000000000000000e+01   1.0420999675989151e-01
   9.4000000000000000e+01   5.9000000000000000e+01   1.0142999887466431e-01
   9.4000000000000000e+01   6.0000000000000000e+01   1.0242000222206116e-01
   9.4000000000000000e+01   6.1000000000000000e+01   9.8149999976158142e-02
   9.4000000000000000e+01   6.2000000000000000e+01   1.0033000260591507e-01
   9.4000000000000000e+01   6.3000000000000000e+01   9.4130001962184906e-02
   9.4000000000000000e+01   6.4000000000000000e+01   9.2900000512599945e-02
   9.4000000000000000e+01   6.5000000000000000e+01   9.2200003564357758e-02
   9.4000000000000000e+01   6.6000000000000000e+01   9.5870003104209900e-02
   9.4000000000000000e+01   6.7000000000000000e+01   9.3759998679161072e-02
   9.4000000000000000e+01   6.8000000000000000e+01   9.4259999692440033e-02
   9.4000000000000000e+01   6.9000000000000000e+01   9.8849996924400330e-02
   9.4000000000000000e+01   7.0000000000000000e+01   1.0012999922037125e-01
   9.4000000000000000e+01   7.1000000000000000e+01   1.0498999804258347e-01
   9.4000000000000000e+01   7.2000000000000000e+01   1.0491000115871429e-01
   9.4000000000000000e+01   7.3000000000000000e+01   1.1167000234127045e-01
   9.4000000000000000e+01   7.4000000000000000e+01   1.0916999727487564e-01
   9.4000000000000000e+01   7.5000000000000000e+01   1.0905999690294266e-01
   9.4000000000000000e+01   7.6000000000000000e+01   1.0400000214576721e-01
   9.4000000000000000e+01   7.7000000000000000e+01   1.1167000234127045e-01
   9.4000000000000000e+01   7.8000000000000000e+01   1.0678000003099442e-01
   9.4000000000000000e+01   7.9000000000000000e+01   1.0882999747991562e-01
   9.4000000000000000e+01   8.0000000000000000e+01   1.0661000013351440e-01
   9.4000000000000000e+01   8.1000000000000000e+01   1.0637000203132629e-01
   9.4000000000000000e+01   8.2000000000000000e+01   1.0587999969720840e-01
   9.4000000000000000e+01   8.3000000000000000e+01   1.0992000252008438e-01
   9.4000000000000000e+01   8.4000000000000000e+01   1.0891000181436539e-01
   9.4000000000000000e+01   8.5000000000000000e+01   1.1289999634027481e-01
   9.4000000000000000e+01   8.6000000000000000e+01   1.1207000166177750e-01
   9.4000000000000000e+01   8.7000000000000000e+01   1.0192999988794327e-01
   9.4000000000000000e+01   8.8000000000000000e+01   1.0085000097751617e-01
   9.4000000000000000e+01   8.9000000000000000e+01   1.0172999650239944e-01
   9.4000000000000000e+01   9.0000000000000000e+01   1.1026000231504440e-01
   9.4000000000000000e+01   9.1000000000000000e+01   1.0916999727487564e-01
   9.4000000000000000e+01   9.2000000000000000e+01   1.1113999783992767e-01
   9.4000000000000000e+01   9.3000000000000000e+01   1.0897000133991241e-01
   9.4000000000000000e+01   9.4000000000000000e+01   1.0936000198125839e-01
   9.4000000000000000e+01   9.5000000000000000e+01   1.1488000303506851e-01
   9.4000000000000000e+01   9.6000000000000000e+01   1.1584000289440155e-01
   9.4000000000000000e+01   9.7000000000000000e+01   1.1862000077962875e-01
   9.4000000000000000e+01   9.8000000000000000e+01   1.1296000331640244e-01
   9.4000000000000000e+01   9.9000000000000000e+01   1.1379999667406082e-01
   9.4000000000000000e+01   1.0000000000000000e+02   1.1603999882936478e-01
   9.4000000000000000e+01   1.0100000000000000e+02   1.1129999905824661e-01
   9.4000000000000000e+01   1.0200000000000000e+02   1.1676000058650970e-01
   9.4000000000000000e+01   1.0300000000000000e+02   1.1979000270366669e-01
   9.4000000000000000e+01   1.0400000000000000e+02   1.2046000361442566e-01
   9.4000000000000000e+01   1.0500000000000000e+02   1.2196999788284302e-01
   9.4000000000000000e+01   1.0600000000000000e+02   1.2071000039577484e-01
   9.4000000000000000e+01   1.0700000000000000e+02   1.2037000060081482e-01
   9.4000000000000000e+01   1.0800000000000000e+02   1.2869000434875488e-01
   9.4000000000000000e+01   1.0900000000000000e+02   1.2620000541210175e-01
   9.4000000000000000e+01   1.1000000000000000e+02   1.3181999325752258e-01
   9.4000000000000000e+01   1.1100000000000000e+02   1.2432999908924103e-01
   9.4000000000000000e+01   1.1200000000000000e+02   1.2955999374389648e-01
   9.4000000000000000e+01   1.1300000000000000e+02   1.3365000486373901e-01
   9.4000000000000000e+01   1.1400000000000000e+02   1.3695999979972839e-01
   9.4000000000000000e+01   1.1500000000000000e+02   1.2800000607967377e-01
   9.4000000000000000e+01   1.1600000000000000e+02   1.3020999729633331e-01
   9.4000000000000000e+01   1.1700000000000000e+02   1.3086000084877014e-01
   9.4000000000000000e+01   1.1800000000000000e+02   1.4068000018596649e-01
   9.4000000000000000e+01   1.1900000000000000e+02   1.3555000722408295e-01
   9.4000000000000000e+01   1.2000000000000000e+02   1.3075999915599823e-01
   9.4000000000000000e+01   1.2100000000000000e+02   1.3497999310493469e-01
   9.4000000000000000e+01   1.2200000000000000e+02   1.3795000314712524e-01
   9.4000000000000000e+01   1.2300000000000000e+02   1.3207000494003296e-01
   9.4000000000000000e+01   1.2400000000000000e+02   1.3386000692844391e-01
   9.4000000000000000e+01   1.2500000000000000e+02   1.3819000124931335e-01
   9.4000000000000000e+01   1.2600000000000000e+02   1.4282999932765961e-01
   9.4000000000000000e+01   1.2700000000000000e+02   1.4939999580383301e-01
   9.4000000000000000e+01   1.2800000000000000e+02   1.5063999593257904e-01
   9.4000000000000000e+01   1.2900000000000000e+02   1.4470000565052032e-01
   9.4000000000000000e+01   1.3200000000000000e+02   1.5914000570774078e-01
   9.5000000000000000e+01   5.1000000000000000e+01   1.0862000286579132e-01
   9.5000000000000000e+01   5.2000000000000000e+01   1.0135000199079514e-01
   9.5000000000000000e+01   5.3000000000000000e+01   1.0278999805450439e-01
   9.5000000000000000e+01   5.4000000000000000e+01   1.0103999823331833e-01
   9.5000000000000000e+01   5.5000000000000000e+01   9.8820000886917114e-02
   9.5000000000000000e+01   5.6000000000000000e+01   1.0284999758005142e-01
   9.5000000000000000e+01   5.7000000000000000e+01   1.0405000299215317e-01
   9.5000000000000000e+01   5.8000000000000000e+01   9.9109999835491180e-02
   9.5000000000000000e+01   5.9000000000000000e+01   9.8700001835823059e-02
   9.5000000000000000e+01   6.0000000000000000e+01   1.0242000222206116e-01
   9.5000000000000000e+01   6.1000000000000000e+01   9.7539998590946198e-02
   9.5000000000000000e+01   6.2000000000000000e+01   9.4360001385211945e-02
   9.5000000000000000e+01   6.3000000000000000e+01   9.4030000269412994e-02
   9.5000000000000000e+01   6.4000000000000000e+01   9.3620002269744873e-02
   9.5000000000000000e+01   6.5000000000000000e+01   8.9460000395774841e-02
   9.5000000000000000e+01   6.6000000000000000e+01   9.4570003449916840e-02
   9.5000000000000000e+01   6.7000000000000000e+01   9.3759998679161072e-02
   9.5000000000000000e+01   6.8000000000000000e+01   1.0029999911785126e-01
   9.5000000000000000e+01   6.9000000000000000e+01   1.0109999775886536e-01
   9.5000000000000000e+01   7.0000000000000000e+01   1.0125999897718430e-01
   9.5000000000000000e+01   7.1000000000000000e+01   1.0198999941349030e-01
   9.5000000000000000e+01   7.2000000000000000e+01   1.0406000167131424e-01
   9.5000000000000000e+01   7.3000000000000000e+01   1.0812000185251236e-01
   9.5000000000000000e+01   7.4000000000000000e+01   1.1150000244379044e-01
   9.5000000000000000e+01   7.5000000000000000e+01   1.1039000004529953e-01
   9.5000000000000000e+01   7.6000000000000000e+01   1.0976000130176544e-01
   9.5000000000000000e+01   7.7000000000000000e+01   1.0898999869823456e-01
   9.5000000000000000e+01   7.8000000000000000e+01   1.0678000003099442e-01
   9.5000000000000000e+01   7.9000000000000000e+01   1.1236999928951263e-01
   9.5000000000000000e+01   8.0000000000000000e+01   1.1016999930143356e-01
   9.5000000000000000e+01   8.1000000000000000e+01   1.0886999964714050e-01
   9.5000000000000000e+01   8.2000000000000000e+01   1.0681000351905823e-01
   9.5000000000000000e+01   8.3000000000000000e+01   1.0779000073671341e-01
   9.5000000000000000e+01   8.4000000000000000e+01   1.1224000155925751e-01
   9.5000000000000000e+01   8.5000000000000000e+01   1.1289999634027481e-01
   9.5000000000000000e+01   8.6000000000000000e+01   1.0811000317335129e-01
   9.5000000000000000e+01   8.7000000000000000e+01   1.0340999811887741e-01
   9.5000000000000000e+01   8.8000000000000000e+01   9.6809998154640198e-02
   9.5000000000000000e+01   8.9000000000000000e+01   1.0358999669551849e-01
   9.5000000000000000e+01   9.0000000000000000e+01   1.0694999992847443e-01
   9.5000000000000000e+01   9.1000000000000000e+01   1.0485000163316727e-01
   9.5000000000000000e+01   9.2000000000000000e+01   1.0581000149250031e-01
   9.5000000000000000e+01   9.3000000000000000e+01   1.0536000132560730e-01
   9.5000000000000000e+01   9.4000000000000000e+01   1.0344000160694122e-01
   9.5000000000000000e+01   9.5000000000000000e+01   1.1035999655723572e-01
   9.5000000000000000e+01   9.6000000000000000e+01   1.1808999627828598e-01
   9.5000000000000000e+01   9.7000000000000000e+01   1.1580000072717667e-01
   9.5000000000000000e+01   9.8000000000000000e+01   1.1412999778985977e-01
   9.5000000000000000e+01   9.9000000000000000e+01   1.1595000326633453e-01
   9.5000000000000000e+01   1.0000000000000000e+02   1.1603999882936478e-01
   9.5000000000000000e+01   1.0100000000000000e+02   1.1463999748229980e-01
   9.5000000000000000e+01   1.0200000000000000e+02   1.1650999635457993e-01
   9.5000000000000000e+01   1.0300000000000000e+02   1.2013000249862671e-01
   9.5000000000000000e+01   1.0400000000000000e+02   1.1729999631643295e-01
   9.5000000000000000e+01   1.0500000000000000e+02   1.2256000190973282e-01
   9.5000000000000000e+01   1.0600000000000000e+02   1.2670999765396118e-01
   9.5000000000000000e+01   1.0700000000000000e+02   1.2324000149965286e-01
   9.5000000000000000e+01   1.0800000000000000e+02   1.2360999733209610e-01
   9.5000000000000000e+01   1.0900000000000000e+02   1.2365999817848206e-01
   9.5000000000000000e+01   1.1000000000000000e+02   1.2928000092506409e-01
   9.5000000000000000e+01   1.1100000000000000e+02   1.2788000702857971e-01
   9.5000000000000000e+01   1.1200000000000000e+02   1.3032999634742737e-01
   9.5000000000000000e+01   1.1300000000000000e+02   1.2812000513076782e-01
   9.5000000000000000e+01   1.1400000000000000e+02   1.3048000633716583e-01
   9.5000000000000000e+01   1.1500000000000000e+02   1.2800000607967377e-01
   9.5000000000000000e+01   1.1600000000000000e+02   1.3199999928474426e-01
   9.5000000000000000e+01   1.1700000000000000e+02   1.2905000150203705e-01
   9.5000000000000000e+01   1.1800000000000000e+02   1.3297000527381897e-01
   9.5000000000000000e+01   1.1900000000000000e+02   1.3555000722408295e-01
   9.5000000000000000e+01   1.2000000000000000e+02   1.3042999804019928e-01
   9.5000000000000000e+01   1.2100000000000000e+02   1.3080999255180359e-01
   9.5000000000000000e+01   1.2200000000000000e+02   1.3196000456809998e-01
   9.5000000000000000e+01   1.2300000000000000e+02   1.3195000588893890e-01
   9.5000000000000000e+01   1.2400000000000000e+02   1.3194000720977783e-01
   9.5000000000000000e+01   1.2500000000000000e+02   1.3467000424861908e-01
   9.5000000000000000e+01   1.2600000000000000e+02   1.3799999654293060e-01
   9.5000000000000000e+01   1.2700000000000000e+02   1.3957999646663666e-01
   9.5000000000000000e+01   1.2800000000000000e+02   1.5304000675678253e-01
   9.5000000000000000e+01   1.2900000000000000e+02   1.5713000297546387e-01
   9.5000000000000000e+01   1.3000000000000000e+02   1.5418000519275665e-01
   9.5000000000000000e+01   1.3100000000000000e+02   1.5334999561309814e-01
   9.5000000000000000e+01   1.3200000000000000e+02   1.5177999436855316e-01
   9.6000000000000000e+01   5.1000000000000000e+01   1.0671000182628632e-01
   9.6000000000000000e+01   5.2000000000000000e+01   9.6560001373291016e-02
   9.6000000000000000e+01   5.3000000000000000e+01   1.0023000091314316e-01
   9.6000000000000000e+01   5.4000000000000000e+01   1.0442999750375748e-01
   9.6000000000000000e+01   5.5000000000000000e+01   1.0090000182390213e-01
   9.6000000000000000e+01   5.6000000000000000e+01   1.0232999920845032e-01
   9.6000000000000000e+01   5.7000000000000000e+01   1.0405000299215317e-01
   9.6000000000000000e+01   5.8000000000000000e+01   1.0149999707937241e-01
   9.6000000000000000e+01   5.9000000000000000e+01   9.6390001475811005e-02
   9.6000000000000000e+01   6.0000000000000000e+01   9.8070003092288971e-02
   9.6000000000000000e+01   6.1000000000000000e+01   9.7779996693134308e-02
   9.6000000000000000e+01   6.2000000000000000e+01   1.0051999986171722e-01
   9.6000000000000000e+01   6.3000000000000000e+01   9.8509997129440308e-02
   9.6000000000000000e+01   6.4000000000000000e+01   9.3620002269744873e-02
   9.6000000000000000e+01   6.5000000000000000e+01   9.0790003538131714e-02
   9.6000000000000000e+01   6.6000000000000000e+01   9.3800000846385956e-02
   9.6000000000000000e+01   6.7000000000000000e+01   9.5150001347064972e-02
   9.6000000000000000e+01   6.8000000000000000e+01   1.0024999827146530e-01
   9.6000000000000000e+01   6.9000000000000000e+01   1.0044000297784805e-01
   9.6000000000000000e+01   7.0000000000000000e+01   1.0114999860525131e-01
   9.6000000000000000e+01   7.1000000000000000e+01   1.0198999941349030e-01
   9.6000000000000000e+01   7.2000000000000000e+01   1.0540000349283218e-01
   9.6000000000000000e+01   7.3000000000000000e+01   1.0802000015974045e-01
   9.6000000000000000e+01   7.4000000000000000e+01   1.0876999795436859e-01
   9.6000000000000000e+01   7.5000000000000000e+01   1.1050000041723251e-01
   9.6000000000000000e+01   7.6000000000000000e+01   1.0806000232696533e-01
   9.6000000000000000e+01   7.7000000000000000e+01   1.0836999863386154e-01
   9.6000000000000000e+01   7.8000000000000000e+01   1.0790000110864639e-01
   9.6000000000000000e+01   7.9000000000000000e+01   1.0980000346899033e-01
   9.6000000000000000e+01   8.0000000000000000e+01   1.1461000144481659e-01
   9.6000000000000000e+01   8.1000000000000000e+01   1.1389999836683273e-01
   9.6000000000000000e+01   8.2000000000000000e+01   1.0681000351905823e-01
   9.6000000000000000e+01   8.3000000000000000e+01   1.1050000041723251e-01
   9.6000000000000000e+01   8.4000000000000000e+01   1.1101999878883362e-01
   9.6000000000000000e+01   8.5000000000000000e+01   1.0718999803066254e-01
   9.6000000000000000e+01   8.6000000000000000e+01   1.1084000021219254e-01
   9.6000000000000000e+01   8.7000000000000000e+01   1.0931999981403351e-01
   9.6000000000000000e+01   8.8000000000000000e+01   1.0323999822139740e-01
   9.6000000000000000e+01   8.9000000000000000e+01   1.0358999669551849e-01
   9.6000000000000000e+01   9.0000000000000000e+01   1.0452999919652939e-01
   9.6000000000000000e+01   9.1000000000000000e+01   1.0298000276088715e-01
   9.6000000000000000e+01   9.2000000000000000e+01   1.0581000149250031e-01
   9.6000000000000000e+01   9.3000000000000000e+01   1.0536000132560730e-01
   9.6000000000000000e+01   9.4000000000000000e+01   1.0984999686479568e-01
   9.6000000000000000e+01   9.5000000000000000e+01   1.0847999900579453e-01
   9.6000000000000000e+01   9.6000000000000000e+01   1.1173000186681747e-01
   9.6000000000000000e+01   9.7000000000000000e+01   1.1586000025272369e-01
   9.6000000000000000e+01   9.8000000000000000e+01   1.1533000320196152e-01
   9.6000000000000000e+01   9.9000000000000000e+01   1.1458999663591385e-01
   9.6000000000000000e+01   1.0000000000000000e+02   1.1088000237941742e-01
   9.6000000000000000e+01   1.0100000000000000e+02   1.1654999852180481e-01
   9.6000000000000000e+01   1.0200000000000000e+02   1.2144000083208084e-01
