11.25,58.28253
-168.75,58.28253
-78.75,69.09484
-123.75,35.26439
-78.75,31.71747
-33.75,35.26439
-57.84484,0
-20.46747,0
11.25,20.90516
11.25,-20.90516
42.96747,0
56.25,35.26439
80.34484,0
101.25,31.71747
101.25,69.09484
146.25,35.26439
-137.03253,0
-99.65516,0
-123.75,-35.26439
-78.75,-31.71747
-33.75,-35.26439
-78.75,-69.09484
11.25,-58.28253
56.25,-35.26439
101.25,-69.09484
101.25,-31.71747
122.15516,0
146.25,-35.26439
159.53253,0
-168.75,20.90516
-168.75,-20.90516
-168.75,-58.28253
